Open,High,Low,Close,Adj Close,Volume
1155.719971,1156.755005,1134.910034,1143.300049,1143.300049,1166100
1126.72998,1147.079956,1123.300049,1142.319946,1142.319946,1212400
1144.449951,1176.189941,1144.449951,1175.76001,1175.76001,1719200
1178.26001,1200,1178.26001,1193.199951,1193.199951,2013100
1200.64502,1200.930054,1191.939941,1193.319946,1193.319946,1435900
1194.51001,1197.880005,1184.47998,1185.550049,1185.550049,1172800
1193.380005,1196.569946,1182.609985,1184.459961,1184.459961,2461800
1183.300049,1190,1177.421021,1184.26001,1184.26001,1292600
1188.810059,1200,1185.869995,1198.849976,1198.849976,1520700
1197.349976,1227.140015,1196.170044,1223.969971,1223.969971,2227400
1216,1231.790039,1213.150024,1231.540039,1231.540039,1204000
1226.319946,1230,1202.824951,1205.5,1205.5,1714200
1196.930054,1206.397949,1187.040039,1193,1193,1496800
1198.530029,1202.829956,1176.719971,1184.619995,1184.619995,1901200
1185.5,1187.55896,1159.369995,1173.02002,1173.02002,1400200
1171.540039,1171.564941,1159.43103,1168.48999,1168.48999,1012400
1174.900024,1178.98999,1162.880005,1173.310059,1173.310059,1269900
1184.099976,1196.660034,1182,1194.430054,1194.430054,1252500
1195.319946,1201.349976,1185.709961,1200.48999,1200.48999,827900
1207.47998,1216.300049,1200.5,1205.920044,1205.920044,1017800
1205.939941,1215.670044,1204.130005,1215,1215,950000
1214.98999,1216.219971,1205.030029,1207.150024,1207.150024,907200
1207.890015,1208.689941,1199.859985,1203.839966,1203.839966,860200
1196,1202.290039,1193.079956,1197.25,1197.25,865500
